Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan,Fare,Age,Pclass,FamilySize
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.3237127091800559,2.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,15.0458,-0.4614886635159376,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.2833,-0.7370405721877009,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,53.1,0.5029430168352342,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,9.2167,-0.9437045036915235,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,79.2,-0.3926006863479967,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,15.2458,,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,7.75,-0.5303766406838785,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,15.85,-0.3926006863479967,3.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,6.75,-0.7370405721877009,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,11.5,-0.8059285493556418,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,36.75,-0.7370405721877009,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.7958,-0.1859367548441742,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,34.375,-1.4259203438671093,3.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,0.4684990282512638,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.8473829026749384,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,12.525,1.4673746971864061,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,66.6,-0.5303766406838785,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,1.7773705944421399,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,14.5,0.7440509369230272,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.3125,,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,61.3792,1.4673746971864061,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,7.7333,-0.9437045036915235,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,0.020727176659648322,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.6625,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,69.55,,3.0,10.0
0.0,1.0,0.0,0.0,1.0,0.0,16.1,0.9851588570108202,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,15.75,0.7096069483390568,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.25482473201211503,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.6625,-0.8748165265235827,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,39.6875,-1.977024161210636,3.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,20.525,-1.4259203438671093,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,55.0,,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,27.9,1.054046834178761,3.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,25.925,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,56.4958,-0.11704877767623337,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,33.5,2.1562544688658143,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,29.125,-1.7703602297068137,3.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,11.1333,-1.977024161210636,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.925,-0.5992646178518193,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,30.6958,1.8118145830261103,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8542,-0.8059285493556418,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,25.4667,,3.0,4.0
1.0,0.0,1.0,0.0,0.0,0.0,28.7125,1.3984867200184652,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.020727176659648322,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.43405503966729336,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,69.55,,3.0,10.0
0.0,1.0,1.0,0.0,0.0,0.0,15.05,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,31.3875,-1.4259203438671093,3.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,39.0,-1.977024161210636,2.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,22.025,-1.7703602297068137,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,50.0,,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,15.5,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,1.054046834178761,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,15.5,0.7096069483390568,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,0.43405503966729336,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.15850313099553,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.7370405721877009,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,7.8542,-0.7370405721877009,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,-1.8392482068747544,2.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,27.7208,0.9851588570108202,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,146.5208,1.949590537361992,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.4042,0.8473829026749384,3.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,13.0,-0.3926006863479967,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,9.5,-0.11704877767623337,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,69.55,,3.0,10.0
0.0,1.0,0.0,0.0,1.0,0.0,6.4958,0.2962790853314117,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,1.0884908227627315,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.8059285493556418,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,10.4625,-1.9081361840426954,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,15.85,0.15850313099553,3.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,18.7875,-0.25482473201211503,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,-0.9437045036915235,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,31.0,0.7096069483390568,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.05,-0.3926006863479967,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,21.0,0.36516706249935255,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.020727176659648322,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,113.275,0.08961515382758917,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,7.925,-0.1859367548441742,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,27.0,0.8473829026749384,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,76.2917,0.15850313099553,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,0.020727176659648322,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.9437045036915235,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.1859367548441742,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,1.4673746971864061,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,90.0,0.571830994003175,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,9.35,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.7370405721877009,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,-0.6337086064357897,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,-0.8059285493556418,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,25.4667,,3.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,83.475,0.36516706249935255,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.04816080050829252,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.5,2.018478514529933,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,31.3875,-1.7014722525388728,3.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.3926006863479967,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,7.55,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,0.9851588570108202,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,26.25,-1.4948083210350502,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.7370405721877009,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,12.275,0.22739110816347086,2.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,14.4542,,3.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,15.5,,3.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,-0.04816080050829252,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.125,-0.5303766406838785,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.225,0.020727176659648322,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,90.0,0.9851588570108202,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,7.775,-0.3237127091800559,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,14.5,-0.3926006863479967,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,52.5542,0.5029430168352342,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,1.6740386286902287,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,7.25,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,10.4625,-0.04816080050829252,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,26.55,2.225142446033755,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,16.1,0.020727176659648322,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,20.2125,0.7784949255069976,3.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,15.2458,-0.04816080050829252,3.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,79.2,,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,86.5,0.020727176659648322,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,512.3292,0.36516706249935255,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,1.3984867200184652,2.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,31.3875,-1.8392482068747544,3.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,79.65,1.5362626743543468,1.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7096069483390568,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,10.5,0.43405503966729336,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,39.6875,-0.9437045036915235,3.0,5.0
0.0,1.0,0.0,0.0,1.0,0.0,7.775,-0.3237127091800559,3.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,153.4625,1.949590537361992,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,135.6333,0.36516706249935255,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,31.0,,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3237127091800559,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,19.5,0.7784949255069976,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,29.7,0.5029430168352342,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,77.9583,2.294030423201696,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,7.75,1.054046834178761,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,29.125,-1.5636962982029912,3.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,20.25,0.36516706249935255,3.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,7.75,2.431806377537578,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8542,-0.11704877767623337,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,9.5,-0.9437045036915235,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,-0.7370405721877009,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,26.0,,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,8.6625,0.22739110816347086,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,9.5,0.020727176659648322,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.5303766406838785,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.8473829026749384,2.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,-0.5303766406838785,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,78.85,-0.25482473201211503,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,91.0792,-0.7370405721877009,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,12.875,0.43405503966729336,2.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,8.85,-0.3926006863479967,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.3926006863479967,3.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,27.7208,,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,7.2292,-0.4270446749319672,3.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,151.55,-1.9081361840426954,1.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,30.5,,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,247.5208,1.3984867200184652,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,7.75,,3.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,23.25,,3.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7370405721877009,3.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,12.35,,2.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,8.05,,3.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,151.55,-1.9825351993840714,1.0,3.0
1.0,0.0,1.0,0.0,0.0,0.0,110.8833,,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,108.9,-0.8748165265235827,1.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,24.0,0.020727176659648322,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,56.9292,0.020727176659648322,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,83.1583,-0.3926006863479967,1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,262.375,-0.8059285493556418,1.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,26.0,-0.25482473201211503,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,7.8958,-0.11704877767623337,3.0,0.0
